,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15
247,7899800890,181000.0,2,1.5,720,5120,1.0,720,0,1954,1150,2566
16186,4319200605,475000.0,3,2.5,1700,9100,1.0,1160,540,1998,1590,8374
15978,1329300480,376950.0,4,2.5,2643,5750,2.0,2643,0,2012,2406,5772
18575,8935100100,476000.0,4,3.0,2890,6885,1.0,1590,1300,1945,2180,6885
10571,5016001260,480000.0,2,1.0,820,4200,1.0,820,0,1980,1290,4000
16612,4337600280,229000.0,3,2.0,1760,9900,1.0,1760,0,1943,1190,9900
3479,1446401220,226950.0,2,1.0,930,6600,1.0,930,0,1957,1250,6600
12620,7135521530,669888.0,4,2.75,2550,7591,2.0,2550,0,1989,2670,7796
4085,6888900115,555750.0,3,1.0,1060,4880,1.0,910,150,1913,1200,4880
1474,2413301070,280000.0,4,2.25,2100,8075,2.0,2100,0,1978,2100,7464
7920,345700040,315000.0,2,1.0,1010,7338,2.0,1010,0,1981,1220,7719
14285,5566100145,499950.0,3,1.5,1360,11250,1.0,1360,0,1955,1440,11250
1710,7634800070,453000.0,3,2.5,1820,16300,1.0,1220,600,1955,1870,16300
7278,9346910500,700000.0,3,2.5,2060,10650,1.0,1050,1010,1976,2690,8850
10495,3529300060,347500.0,3,2.5,1890,7053,2.0,1890,0,1992,2000,7226
11945,8128600060,600000.0,4,3.25,4690,14930,2.0,3680,1010,1995,2910,13320
6750,8572900275,286000.0,2,1.0,780,3475,1.0,780,0,1930,1210,6769
7845,4139420590,1212500.0,4,3.5,4560,16643,1.0,2230,2330,1995,4060,15177
21008,9274200322,580000.0,3,2.5,1740,1236,3.0,1740,0,2008,1740,1280
10777,1472700200,630000.0,3,1.75,1710,8767,1.0,1710,0,1986,2050,9200
718,8820903380,730000.0,6,2.25,2660,13579,2.0,2660,0,1937,1120,8242
20252,8563010130,1300000.0,3,2.5,3350,7752,1.0,2180,1170,2009,2570,7988
3617,8965450110,850000.0,3,2.5,3300,11570,2.0,3300,0,1994,3280,11446
7722,9274204230,410000.0,3,1.75,1660,6250,1.0,830,830,1980,1660,5750
15757,8165501700,325000.0,2,2.25,1550,2285,2.0,1550,0,2007,1550,2135
10146,2193340260,596500.0,4,2.25,1770,8505,2.0,1770,0,1986,1880,8939
16649,1860600290,1020000.0,3,2.25,1670,4800,1.5,1670,0,1903,2300,4800
208,1222000055,180250.0,2,0.75,900,9600,1.0,900,0,1941,1250,14280
16215,2492200280,528000.0,3,2.75,2160,4086,1.0,1380,780,1987,1300,4080
14319,2488200455,405500.0,2,2.75,1350,1252,2.0,1120,230,2006,1410,1265
12650,809001520,1850000.0,4,3.25,3480,6000,3.0,3480,0,2014,2200,4080
4345,1796361140,230000.0,3,1.75,1340,8250,1.0,1100,240,1985,1540,7860
4580,6398000011,789000.0,3,3.0,3740,39640,2.0,3740,0,1991,2930,26136
13311,6813600365,527950.0,4,1.75,1760,3600,1.0,880,880,1926,1500,5580
16431,7504100920,688000.0,3,3.0,3450,16200,2.0,3450,0,1983,3130,12150
21548,8835770330,1057000.0,2,1.5,2370,184231,2.0,2370,0,2005,3860,151081
21533,524059322,999999.0,3,2.5,2100,4097,2.0,2100,0,2008,1780,4764
5545,4307330280,355000.0,4,2.5,2390,6775,2.0,2390,0,2003,2560,6346
503,1245002952,1197350.0,4,2.5,2770,7800,2.0,2770,0,1999,2720,10000
2937,2021069059,254600.0,3,2.0,1470,20000,1.0,1470,0,1968,1390,30056
5549,5700000595,630000.0,4,2.0,2000,5000,1.5,2000,0,1925,2200,5000
4475,3629970930,670000.0,3,3.0,2980,3730,2.0,2980,0,2005,2710,3640
8069,3336002215,319950.0,2,1.0,1240,5500,1.5,1240,0,1921,1520,5500
16111,5100401060,550000.0,4,3.0,2360,6678,1.0,1760,600,1949,1640,6380
21443,3278600750,250000.0,1,1.5,1180,1688,2.0,1070,110,2007,1380,2059
11685,1126069045,1135000.0,6,4.25,6900,244716,2.0,4820,2080,2002,4170,266587
8465,7568700175,324950.0,3,1.0,1210,7440,1.0,1210,0,1949,1120,7440
13523,452001475,477000.0,3,1.0,960,3600,1.0,960,0,1906,1580,5000
13775,9283800230,531500.0,4,2.75,3110,49765,1.0,3110,0,1958,1880,19709
5377,1737300130,610000.0,6,2.5,3610,12033,2.0,3210,400,1970,2210,8577
18766,6189600040,443000.0,3,1.75,1810,7950,1.0,1810,0,1968,1680,7725
2981,3679400025,385000.0,3,1.75,2160,5863,1.5,1260,900,1928,1590,3000
15490,1096100010,320000.0,2,1.0,1210,7040,1.0,1210,0,1952,1210,7205
15272,9513900050,237000.0,3,2.0,1210,6634,1.0,1210,0,1985,1560,7200
4634,5452800645,865000.0,4,2.5,2260,13600,1.0,1770,490,1974,2630,13995
4528,273800100,239900.0,4,1.75,1480,9523,1.0,1120,360,1959,1590,8300
20029,7228500037,555000.0,2,1.5,1190,1361,2.0,1190,0,2007,1280,3360
4153,808300090,435000.0,4,2.5,2650,9065,2.0,2650,0,2000,2590,13218
8393,2493200215,582000.0,3,1.75,1820,3140,2.0,1820,0,1949,2030,5499
4955,5035300255,450000.0,2,1.75,2130,6574,1.0,1500,630,1946,2130,6275
2090,3380900160,502000.0,4,1.5,1700,8400,1.0,1700,0,1953,1750,8475
17333,3630000130,430000.0,3,2.25,1470,1703,2.0,1470,0,2005,1380,1107
6756,7300400670,277000.0,4,2.5,1850,5880,2.0,1850,0,1998,2370,6500
2189,6798100070,467000.0,3,1.0,1220,8040,1.5,1220,0,1965,1360,8040
6270,8078400010,530000.0,4,2.25,2240,8376,1.0,1740,500,1984,1890,7875
2195,5566100060,490000.0,3,1.75,1720,12540,1.0,1720,0,1956,1440,11850
20922,2768200212,499950.0,2,2.5,1320,1157,2.0,990,330,2014,1550,1519
2255,4035900060,515000.0,3,1.75,1600,20873,1.0,1600,0,1955,2640,18364
3570,9460000110,280000.0,3,1.75,2630,6500,1.0,1330,1300,1958,2520,6500
15970,7199320190,618000.0,4,2.25,2470,7350,1.0,1600,870,1978,1970,7700
13816,2225039081,405000.0,3,1.0,960,3960,1.0,960,0,1943,1550,6050
20178,9512200050,551000.0,5,3.75,3090,4943,2.0,3090,0,2010,3191,5561
14217,2634500085,241450.0,3,1.0,1100,8138,1.0,1100,0,1949,1440,8131
856,3654800200,265000.0,3,2.5,1720,6271,2.0,1720,0,1993,1570,6587
7077,2724079090,1650000.0,4,3.25,3920,881654,3.0,3920,0,2002,2970,112384
9326,2597520720,720000.0,5,2.5,2900,9525,2.0,2900,0,1989,2910,11854
16161,3034200426,450500.0,3,1.0,1410,9384,1.0,1410,0,1948,1990,9384
15974,984000130,325000.0,4,2.25,1920,11603,2.0,1920,0,1967,1840,7350
17345,7852020670,475000.0,3,2.75,1890,3938,2.0,1890,0,1999,1890,4142
1527,7923500060,713000.0,5,2.75,2580,9242,2.0,1720,860,1967,2240,9316
210,2310030510,320000.0,4,2.25,1550,7579,2.0,1550,0,1993,1630,6397
7975,2205500540,365000.0,4,1.5,1820,12327,1.0,1380,440,1955,1450,9256
3474,2493200015,380000.0,3,1.5,1520,4288,1.0,1020,500,1949,1660,4288
19752,7853361420,569950.0,4,2.5,3230,5899,2.0,3230,0,2012,2720,5899
16411,5652600605,630000.0,5,2.0,2330,6783,1.0,1310,1020,1956,1930,6783
17549,5285200020,349950.0,2,1.75,1640,4176,1.0,1040,600,1948,1460,5200
20553,9406530150,344000.0,4,2.5,2400,4848,2.0,2400,0,2004,1980,5199
15188,5706300020,473000.0,3,2.25,1620,12309,2.0,1620,0,1987,2030,13963
4034,3278602490,365000.0,3,2.5,1780,1754,3.0,1780,0,2007,1780,1607
8351,7197000100,510000.0,4,3.25,1980,9988,1.0,1340,640,1980,1980,8972
3711,4447300008,530000.0,3,1.5,1950,1963,3.0,1950,0,2002,1590,2028
12377,7899800045,107000.0,3,1.5,910,5120,1.0,910,0,1973,1410,5132
16045,9250900095,331000.0,2,1.0,1480,6210,1.0,1080,400,1950,1290,7509
19747,9268851740,629800.0,3,2.5,2390,1984,2.0,2220,170,2008,2150,1984
16024,8682261440,579000.0,2,1.75,1560,4500,1.0,1560,0,2004,1860,4500
14078,7284900385,970000.0,4,3.25,2790,5420,1.0,1130,1660,1963,2530,7200
9675,8079040300,460500.0,4,2.5,2170,7533,2.0,2170,0,1991,2170,8728
7477,2225300585,370000.0,3,2.75,1750,9166,1.0,1170,580,1979,1810,8760
4504,3223039013,567035.0,3,2.0,2064,46173,2.0,2064,0,1903,1640,21780
6824,2013801350,220000.0,3,1.75,1460,7226,1.0,1460,0,1993,1760,7226
8586,4055701110,795000.0,3,2.0,2420,17859,1.0,1500,920,1979,2955,17859
18253,3578401770,400000.0,3,1.0,1410,9704,1.0,1140,270,1983,1910,13639
12603,4046500720,470950.0,3,2.5,2560,16420,2.0,2560,0,1989,2120,16298
18469,6145601745,220000.0,2,1.0,890,4804,1.0,890,0,1928,1010,3844
3263,5207200195,691500.0,4,2.5,2600,7200,2.0,2600,0,1962,1790,6175
5928,1972201856,526000.0,2,2.0,1550,2400,1.5,1550,0,1900,1180,1224
16047,7212680080,300000.0,3,1.75,1700,8481,2.0,1700,0,1993,1830,6600
11142,7277100510,605000.0,3,1.75,1930,5400,2.0,1930,0,1978,2100,6840
16188,522079022,700000.0,3,2.5,2530,623779,1.0,2530,0,1980,2120,100623
16539,5605000440,1000000.0,3,1.0,1880,5450,1.5,1880,0,1924,2580,5450
8439,6632300230,377500.0,3,2.0,1370,7200,1.0,1130,240,1926,1300,7208
8489,8815400165,674000.0,5,1.75,2110,5000,1.5,1250,860,1946,1720,5000
12228,6708200320,599000.0,4,4.75,3700,11000,1.0,1840,1860,1962,1720,11564
3798,2426059076,680000.0,4,2.5,2700,37431,1.0,1600,1100,1978,2290,37431
11497,3260200200,580000.0,3,2.25,1670,7416,1.0,1220,450,1974,1710,7416
2724,2770601741,390000.0,3,3.0,1490,2944,2.0,960,530,1993,1590,1600
16365,4338800500,262500.0,3,2.0,1130,7200,1.0,1130,0,1944,1270,7500
1862,9201000320,765000.0,4,2.25,2620,17366,1.0,1430,1190,1984,2620,15335
2950,7655900038,296000.0,2,1.0,1370,8400,1.0,1370,0,1948,1330,8396
8410,3625059140,515000.0,3,1.75,1580,9147,1.0,1210,370,1967,2600,23564
14994,4222310010,267950.0,4,1.0,1730,7350,1.5,1730,0,1970,1440,7752
4618,2114700115,291700.0,3,2.5,1970,4120,1.5,1230,740,1927,1470,4080
369,3291800710,338000.0,4,3.0,2090,7500,1.0,1370,720,1986,1810,7650
15780,9406590010,359950.0,4,3.25,2290,4785,2.0,2290,0,2007,2290,4785
13528,3025059124,3168750.0,5,3.5,4330,11979,1.0,2090,2240,2008,4320,12000
4639,7972601250,360000.0,6,2.75,2850,15240,1.0,1850,1000,1962,2090,7620
16622,930000470,675000.0,3,2.5,2540,7680,2.0,2540,0,1940,2490,7680
10202,6690500060,530000.0,3,1.0,1370,4040,1.5,1370,0,1906,1220,3030
3014,16000015,219950.0,3,1.5,1070,6601,1.0,1070,0,1985,1030,6614
21417,5693501102,598500.0,3,3.0,1560,2091,3.0,1560,0,2006,1530,2091
9214,8079040490,470000.0,3,2.5,2150,8221,2.0,2150,0,1992,2490,7951
14651,7225000155,290000.0,4,3.0,2390,4500,2.0,2390,0,1974,1320,4500
15400,8819900170,861000.0,3,2.0,2520,3959,1.0,1270,1250,1931,1660,3959
4519,7972601270,369000.0,3,2.0,1550,8509,1.0,1150,400,1959,1840,7620
1182,1224069074,925000.0,4,2.5,3300,101930,2.0,3300,0,1991,2880,213879
17088,5126900321,295000.0,4,2.5,2290,4539,2.0,2290,0,2001,1710,7200
10505,3438501860,385000.0,3,1.0,1020,5950,1.0,880,140,1950,1800,5950
17936,2822069080,390000.0,4,2.5,2560,43560,2.0,2560,0,1989,2130,10150
9723,1656600310,629000.0,4,2.5,2660,22050,2.0,2660,0,1996,3060,21111
5293,3856900507,1315000.0,4,3.5,3460,3997,2.0,2560,900,2004,1860,4000
10004,1626069139,462500.0,3,2.25,2350,51400,1.0,1390,960,1977,2350,51400
8862,2524049257,1530000.0,4,2.25,4250,16940,1.0,2380,1870,1974,3460,17693
12814,3904960150,535000.0,3,2.5,1970,6634,2.0,1970,0,1989,2090,6176
8576,7214820610,448000.0,4,1.75,2560,8270,1.0,1480,1080,1979,2320,8450
6161,7977201845,525000.0,3,1.75,1600,6120,1.5,1600,0,1924,1670,4590
21204,2428100080,1061600.0,4,3.0,2990,6695,2.0,2990,0,2014,2760,6600
10577,2202500135,333000.0,5,1.75,1240,8936,1.0,1240,0,1954,1600,9341
14048,1523550220,639900.0,3,2.5,2330,4160,2.0,2330,0,1992,2940,4500
12858,2313900610,410000.0,3,2.25,1420,3750,2.0,1420,0,1987,1430,4664
5743,4123840050,397500.0,4,2.5,2570,7859,2.0,2570,0,1992,2150,7284
8588,2125059124,955000.0,3,2.25,3020,43560,2.0,2720,300,1969,3910,43560
20545,1225039067,455000.0,2,2.0,1190,1303,2.0,800,390,2009,1670,2425
3023,6431500283,409500.0,3,1.0,1340,4120,1.0,1040,300,1921,1270,4635
6646,2473380010,265000.0,3,2.25,1750,9298,1.0,1410,340,1969,1720,7875
11376,5694501195,438600.0,1,1.0,720,2500,1.0,720,0,1910,1520,3750
11096,2881700046,310000.0,4,1.0,1740,11075,1.5,1740,0,1965,1580,7684
8686,6837820330,300000.0,4,2.5,2450,8932,2.0,2450,0,1990,2410,8775
10810,2337300370,175000.0,3,1.0,1030,8395,1.0,1030,0,1960,1370,9380
4772,3876540630,205500.0,3,2.0,1330,8748,1.0,1330,0,1986,1510,8584
2842,626059317,375000.0,3,1.75,1430,10574,2.0,1430,0,1981,1900,10450
9773,3374500520,355000.0,0,0.0,2460,8049,2.0,2460,0,1990,2520,8050
7375,7228501903,250000.0,1,1.0,780,1033,1.0,780,0,1922,1040,1319
18676,4019300051,455000.0,3,1.75,1760,11371,1.0,1760,0,1959,2220,19884
4438,4232902615,819000.0,3,1.0,1300,3600,2.0,1300,0,1900,2510,4800
4269,3546000090,199500.0,3,1.75,1690,8901,1.0,1690,0,1986,1690,7532
3588,8127700215,862000.0,4,2.25,2220,4200,1.5,1310,910,1932,2020,4940
16613,3438501100,400000.0,3,1.0,1240,4000,1.5,1240,0,1928,1200,17707
15604,1769600066,700000.0,3,3.5,3030,11550,2.0,3030,0,1971,2340,10560
12965,8146100610,672000.0,3,1.0,1220,8573,1.0,1220,0,1954,1390,8573
12414,3052700695,575000.0,4,2.0,1650,5000,1.0,1650,0,1955,1690,2276
14253,7954310210,615000.0,4,2.5,3010,6903,2.0,3010,0,2001,2860,6435
7700,3761700053,2150000.0,3,2.75,3470,9610,3.0,3470,0,1989,4130,11875
1747,1320069179,397000.0,3,2.0,1710,134489,1.0,1710,0,1952,1700,63823
13508,1331900410,869000.0,4,3.0,3740,30884,2.0,3060,680,1988,3240,37031
14301,7303100210,355000.0,4,2.25,1810,4970,2.0,1810,0,2003,1810,4858
16957,2464400285,575000.0,3,2.5,1590,2910,2.0,1110,480,1984,1590,3880
15676,6163901150,346000.0,3,1.75,1590,9636,1.5,1590,0,1953,1800,9975
11097,8955800045,530000.0,2,2.25,2080,11285,1.0,1180,900,1954,2590,13048
1891,2314300200,449500.0,4,3.0,2580,7299,2.0,2580,0,1998,2250,6165
15875,9528104360,435000.0,2,1.5,901,1245,3.0,901,0,2001,1138,1137
15132,4177100005,635000.0,4,2.5,2970,7961,1.0,2020,950,1969,1410,7959
11872,8856960260,332500.0,3,2.25,1800,10500,2.0,1800,0,1995,1870,8555
3634,1828001220,550000.0,5,2.75,3000,9473,1.0,1500,1500,1966,2050,8820
10769,3066400710,720000.0,3,2.5,2520,10012,2.0,2520,0,1987,2680,10071
13203,624110610,1085000.0,4,3.25,3740,12080,1.0,2000,1740,1988,4210,15277
10008,4040800260,418000.0,4,1.5,1220,10580,1.0,1220,0,1965,1350,7800
4600,5019500215,495000.0,2,1.75,1280,4000,1.0,730,550,1929,2250,5382
13418,2481630180,1140000.0,4,2.25,3310,127631,2.0,3310,0,1924,3830,43959
21172,7203170190,734990.0,4,2.5,2650,6884,2.0,2650,0,2012,2520,5866
7985,510001280,980000.0,4,2.0,2190,4560,2.5,2190,0,1910,2190,4560
12845,9430110120,737000.0,3,2.5,2300,7800,2.0,2300,0,1997,2300,8187
408,1565950030,364950.0,4,2.5,1930,6957,2.0,1930,0,1995,2090,6996
2559,9828202255,890000.0,4,2.75,2610,4400,1.0,1260,1350,1920,1770,4400
10206,3878900270,466000.0,4,2.0,2240,4508,1.0,1340,900,1926,1930,5250
17065,8091600080,225000.0,3,1.0,1120,8407,1.0,1120,0,1987,1250,8658
14768,1112000035,420000.0,2,1.0,1000,5375,1.0,1000,0,1953,1380,5000
1450,2228900270,215000.0,2,1.0,1010,6000,1.0,1010,0,1944,1610,7313
12309,6648701740,270000.0,5,2.5,2140,10320,1.0,1330,810,1967,2050,8964
17900,1245003740,778000.0,3,2.0,1840,6000,2.0,1720,120,1946,1390,6000
8896,2174503441,650000.0,3,1.5,1380,4500,1.0,1380,0,1960,1590,9000
7473,7708250010,325000.0,3,2.5,1830,7585,2.0,1830,0,1995,2070,7585
3901,6072300110,550000.0,3,1.75,1940,8376,1.0,1290,650,1963,2400,8674
10873,2329800140,291000.0,4,2.5,1580,6633,2.0,1580,0,1984,1590,6633
8233,1494300040,437000.0,4,2.5,1890,8505,1.0,1290,600,1980,1720,9600
21093,3832050130,255500.0,3,2.5,1770,5000,2.0,1770,0,2009,2230,5200
9498,7203100730,875000.0,4,3.5,3790,6874,2.5,3790,0,2010,3370,6535
16497,7199330170,450000.0,3,1.75,1720,6960,1.0,1140,580,1978,1720,7280
12850,7785000220,725000.0,3,2.0,1550,12262,1.0,1550,0,1964,2900,12372
13080,1250201175,386500.0,4,1.0,1400,3600,1.0,700,700,1901,1690,3600
17897,4054500180,985000.0,4,3.25,4030,36762,2.0,4030,0,1988,4090,40371
20383,7905200061,419700.0,3,2.25,1450,1486,2.0,1160,290,2006,1370,1437
12834,3751604895,165000.0,3,1.0,1150,19200,1.0,1150,0,1908,1290,19200
2457,5220300140,408000.0,2,1.0,810,7440,1.0,810,0,1948,830,7500
6631,3323059027,340000.0,3,2.75,1720,28000,1.0,1720,0,1958,2000,41817
15754,8651611980,962800.0,4,2.75,3630,11775,2.0,3630,0,1999,3800,12451
17408,8673400190,557000.0,3,2.5,1630,1587,3.0,1630,0,2004,1500,1527
3926,1668500100,775000.0,3,2.5,3820,35016,2.0,3820,0,1987,3010,35190
8582,1023059365,520000.0,3,2.5,2460,54885,2.0,2460,0,1980,2770,21407
10353,3308030060,385000.0,3,1.75,2310,11200,1.0,1630,680,1978,2350,13300
1328,4232400860,1200000.0,4,2.0,2120,3360,2.0,2120,0,1905,2090,3600
8213,2144800615,190000.0,1,0.75,930,29258,1.0,930,0,1941,2000,18321
15377,1568100920,1950000.0,4,2.5,3440,14554,2.0,2170,1270,2012,3170,11810
17835,9406510040,555000.0,4,2.5,2920,24074,2.0,2920,0,1997,2760,26023
5910,2923049421,250000.0,3,2.25,1920,7738,1.0,1520,400,1965,2170,8452
7911,1051000040,1824100.0,3,2.25,3330,20053,2.0,3330,0,1968,2870,20053
8637,2077700042,530000.0,3,2.0,2330,26571,2.5,2330,0,1987,2030,20037
10120,9423800030,250000.0,3,1.0,1100,7470,1.0,1100,0,1917,1280,7055
13959,9818700455,518000.0,4,2.5,2320,4000,1.5,1510,810,1905,1490,4500
16138,7133300675,450000.0,3,1.0,1140,4500,1.0,840,300,1907,1150,3000
1981,4113800550,562500.0,4,2.5,2440,7322,2.0,2440,0,1991,2590,9927
19323,5553300375,2160000.0,3,3.5,3080,6495,2.0,2530,550,1996,4120,8620
12524,2025701530,282000.0,3,2.5,1610,6000,2.0,1610,0,1993,1570,6000
5567,7942601155,302282.0,2,1.0,1095,5120,1.5,1095,0,1901,1310,5120
15043,7524300020,267000.0,3,2.5,1580,12250,2.0,1580,0,1993,1560,9900
7646,2520069100,275000.0,4,2.0,1960,30480,1.0,1060,900,1972,1460,8914
13236,5412300410,248000.0,3,1.0,1420,8800,1.0,1090,330,1981,1480,8000
8962,7504110760,750000.0,4,2.25,3190,11597,2.0,2300,890,1984,2990,10679
11994,2594200350,445000.0,2,1.0,910,7200,1.0,830,80,1936,1700,7200
8057,2722059013,550000.0,2,1.0,1270,43560,1.0,1270,0,1908,1870,6960
16317,8078430480,545000.0,4,2.5,2040,7412,2.0,2040,0,1988,2050,7830
19427,1423069162,549000.0,4,2.25,2740,88426,2.0,2740,0,1991,2740,62726
12296,8856001090,185900.0,3,1.0,940,10890,1.0,940,0,1909,1370,10255
1092,7000100631,730000.0,5,1.75,2690,21357,1.0,1420,1270,1952,2600,17539
7051,4222200280,225000.0,3,2.0,1460,7740,1.0,1460,0,1968,1540,7644
6087,7971300050,657500.0,3,2.0,2320,10960,1.0,1510,810,1956,2160,10960
971,2009001600,265000.0,3,1.0,1070,9000,1.0,1070,0,1950,1840,12000
291,6619910140,630000.0,4,1.75,2950,9025,1.0,1780,1170,1975,2120,9600
9360,2877100985,490000.0,3,2.25,1470,2500,2.0,1080,390,1984,1640,4300
6650,1196000007,384900.0,5,2.5,3090,12750,1.0,1750,1340,1968,1760,25919
15680,1330850130,799990.0,3,2.5,2850,21780,2.0,2850,0,1994,3020,21798
19230,6664900410,252500.0,3,2.0,1900,8002,1.0,1900,0,1991,1900,6086
3689,1231001110,380000.0,3,1.0,920,3532,1.0,920,0,1910,1250,4000
10540,9235900030,245000.0,2,1.0,860,6120,1.0,860,0,1948,1100,6860
1611,9407101840,378000.0,4,2.5,1890,12236,1.0,1230,660,1978,1390,11360
3502,9523103001,389000.0,2,1.0,850,3276,1.0,850,0,1910,1460,4100
20984,2149800278,343000.0,6,5.0,2732,7655,2.0,2732,0,2009,3078,69993
18010,7234601198,742000.0,3,3.25,1540,704,3.0,1540,0,2011,1540,1456
17953,9476700035,400000.0,4,2.0,2680,13680,2.0,2350,330,1943,1430,11000
12527,9297301065,625000.0,3,1.0,1800,4800,1.0,900,900,1927,1400,4800
11443,518500700,630000.0,2,2.25,2550,5663,1.0,1720,830,2011,2560,3828
18611,7843500090,299500.0,4,2.5,2010,12085,2.0,2010,0,1986,1910,12133
21279,6056110780,229800.0,2,1.75,1110,1773,2.0,1110,0,2014,1420,2855
10250,2345700260,395000.0,5,2.5,2820,6305,2.0,2820,0,2003,2610,6306
1087,3509600070,225000.0,3,1.5,1370,9000,1.0,1370,0,1962,1400,9075
16560,1431700280,310000.0,5,2.0,2730,7344,1.0,1510,1220,1962,1730,7700
7484,1623049174,330000.0,4,3.0,1920,12040,1.0,1920,0,1962,1530,10230
17232,3024089049,280000.0,2,1.75,1610,158558,1.5,1610,0,1948,1800,3572
8138,7853340450,415000.0,3,2.75,1770,3172,2.0,1770,0,2009,1760,2891
17866,7732410360,752888.0,3,2.5,2420,9000,2.0,2420,0,1987,2630,9000
14299,1446800995,300000.0,3,2.5,2020,6628,1.0,1250,770,1963,1540,9995
6239,2946000285,200000.0,3,2.0,1170,10051,1.0,1170,0,1957,1440,9800
3633,425079100,406500.0,3,2.75,1840,68479,1.0,1340,500,1989,2060,61903
14111,3876313040,468000.0,4,2.5,2100,8400,1.0,1240,860,1976,1980,8610
1052,1762600260,1050000.0,4,3.25,3440,35021,2.0,3440,0,1983,3440,35021
1662,1925069121,960000.0,3,2.5,1730,4102,3.0,1730,0,1996,2340,16994
16207,7443000480,865000.0,4,2.0,2750,5527,2.0,2130,620,1901,1290,1764
9054,7820000015,395000.0,3,1.75,1400,8640,1.0,1400,0,1962,1630,8640
6316,4027701253,470000.0,4,2.5,1990,30083,2.0,1990,0,1998,2220,11627
3050,2826049165,517000.0,4,1.0,1180,13500,1.5,1180,0,1950,1580,8976
9809,5426300060,1000000.0,3,2.25,2300,15952,1.0,1150,1150,1963,2200,14284
20962,1278000210,110000.0,2,1.0,828,4524,1.0,828,0,1968,828,5402
10533,923000270,405000.0,2,1.0,1020,8155,1.0,1020,0,1948,1430,8157
15625,7657600005,249950.0,5,2.0,1730,7375,1.0,1730,0,1944,1550,7125
14058,3024079057,410000.0,3,1.5,1750,32500,1.0,1750,0,1966,1820,102801
6753,3276180020,385000.0,4,1.75,1660,10757,1.0,1000,660,1980,1880,8319
13343,7304300760,349000.0,3,1.0,1010,8184,1.0,1010,0,1947,1010,8184
6918,3908100020,540000.0,4,1.0,1360,5766,1.5,1360,0,1951,1500,5704
9262,8835400805,657000.0,4,1.75,2740,8520,1.0,1370,1370,1954,2740,9286
19734,4051150070,250000.0,3,1.5,1072,4339,2.0,1072,0,2009,1443,4341
19183,3904930530,350000.0,3,2.0,1440,5469,1.0,1440,0,1988,1980,6198
12619,6163900971,352450.0,3,2.0,1430,6000,1.0,1430,0,1945,1630,6315
424,7942600310,375000.0,2,1.0,940,5120,1.0,940,0,1909,1300,5120
13724,4365700330,275000.0,2,1.75,930,7080,1.0,930,0,1923,1100,7680
7554,423059207,322500.0,3,2.0,1190,6445,1.0,1190,0,1996,1920,8195
3704,3992700265,385100.0,3,1.0,1060,8040,1.0,1060,0,1949,1300,7620
19229,7177300090,395000.0,3,1.5,1080,2940,1.5,1080,0,1920,1400,4930
6259,2540820010,750000.0,4,2.5,2930,8641,2.0,2930,0,2010,2120,11175
9129,5700002510,1085000.0,5,2.5,2340,6000,2.0,2340,0,1922,2350,6000
10180,5201000030,597000.0,4,2.5,2370,41338,2.0,2370,0,1995,2340,46661
17558,7631800015,2510000.0,3,3.25,5480,57990,2.0,5480,0,1991,2500,22954
6725,2922702965,703300.0,3,2.0,1980,3525,1.5,1590,390,1932,1760,3760
19196,1525059198,1185000.0,3,2.25,2760,40946,2.0,2760,0,1978,3030,42253
8892,1245003160,698000.0,4,2.25,2200,11250,1.5,1300,900,1920,2320,10814
7733,3810000455,340000.0,4,2.25,2060,8400,1.0,1300,760,1960,1990,7383
16291,7855600080,750000.0,3,1.75,2770,15232,1.0,1570,1200,1976,2340,11400
2781,5701500030,1505000.0,4,3.5,3480,7232,2.0,2580,900,1926,2380,5642
11467,7504020400,615000.0,4,2.25,2360,15860,1.0,2360,0,1977,2650,11798
1288,1402600570,320000.0,3,2.25,1580,6561,1.0,1200,380,1981,1710,7241
14420,7575610760,290000.0,3,2.25,1620,7772,2.0,1620,0,1988,1710,6455
9948,8731990370,374950.0,4,3.0,2540,8800,1.0,1620,920,1977,2540,8800
3352,5021900090,1100000.0,5,2.75,2830,18050,1.0,1630,1200,1958,2370,14250
12269,290000075,550000.0,3,1.0,1260,6000,1.0,1260,0,1951,2020,6600
7048,2841500010,390000.0,4,3.0,2860,5724,1.0,1730,1130,1983,2340,7200
866,3955900830,467000.0,3,2.5,3460,6590,2.0,3460,0,2001,2490,6312
344,7852110140,552250.0,4,2.5,2580,5823,2.0,2580,0,2002,2380,5823
12409,1311400350,235000.0,4,1.5,2070,7245,1.0,1060,1010,1964,1450,7350
3128,7773800015,750000.0,4,2.25,2420,11120,1.0,1620,800,1952,2210,8497
2527,4123400320,627000.0,4,2.25,1990,7712,1.0,1210,780,1973,1720,7393
10646,2725069157,883000.0,4,2.5,3670,54450,2.0,3670,0,1999,2900,49658
21213,666000143,785000.0,3,3.0,1950,1983,3.0,1610,340,2009,2040,2131
15270,5101408678,457000.0,2,1.75,2060,7192,1.0,1420,640,1940,1860,7140
7589,6371000026,367500.0,2,2.0,1030,600,2.0,680,350,2004,1120,1267
2351,2024059084,625000.0,4,2.75,2290,21486,1.0,2290,0,1963,2540,15936
10679,7283900036,402500.0,3,1.0,990,10752,1.5,990,0,1929,1820,7600
